image_1,worker_id,part,category,time,folder,text_1,tokenized_1,lower_1,no_punc_1,no_punc_str_1,split,ID,part_name
550,A2OVX9UW5WANQE,0,angel,444.2,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,"open, round","['open', ',', 'round']","['open', ',', 'round']","['open', 'round']",open round,train,8597be4f-8326-4c04-a12a-bea71ab08343,halo
685,A2OVX9UW5WANQE,0,angel,444.2,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,"closed, round","['closed', ',', 'round']","['closed', ',', 'round']","['closed', 'round']",closed round,train,82fd23ee-bb44-4fcd-85bc-f6d9e7fd32ee,halo
250,A2OVX9UW5WANQE,4,angel,444.2,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,circular,['circular'],['circular'],['circular'],circular,train,d1f4ab0a-87d5-4e54-9b7a-9ea9c68b6ddd,face
410,A2OVX9UW5WANQE,4,angel,444.2,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,oval,['oval'],['oval'],['oval'],oval,test,b22fa03d-1b3a-427b-b364-bcb70421241a,face
685,A2OVX9UW5WANQE,4,angel,444.2,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,"round, bald","['round', ',', 'bald']","['round', ',', 'bald']","['round', 'bald']",round bald,train,622f6739-c013-4097-ad5b-2f57892b9bc3,face
213,A2OVX9UW5WANQE,4,angel,444.2,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,"round, hairy","['round', ',', 'hairy']","['round', ',', 'hairy']","['round', 'hairy']",round hairy,test,ed6d12b4-3bac-4017-bb09-3fff5c887a55,face
657,A2OVX9UW5WANQE,0,angel,444.2,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,"even, round","['even', ',', 'round']","['even', ',', 'round']","['even', 'round']",even round,train,a6b3fc41-73a9-47ac-8eb1-8b248d260aaa,halo
383,A2OVX9UW5WANQE,0,angel,444.2,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,"uneven, round","['uneven', ',', 'round']","['uneven', ',', 'round']","['uneven', 'round']",uneven round,train,9f994e0f-e729-4796-89b2-9a86c75e0ecf,halo
199,A2OVX9UW5WANQE,4,angel,444.2,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,"short, round","['short', ',', 'round']","['short', ',', 'round']","['short', 'round']",short round,train,fd0ea91a-bd70-4289-acb6-a42965259941,face
242,A2OVX9UW5WANQE,4,angel,444.2,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,"long, round","['long', ',', 'round']","['long', ',', 'round']","['long', 'round']",long round,train,14e910ba-d262-4f9e-bbfd-04bf1aecf7cc,face
467,A2JP9IKRHNLRPI,5,angel,575.6,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,double sticks,"['double', 'stick']","['double', 'stick']","['double', 'stick']",double stick,test,585598ff-088a-45e9-ae76-c2cc2c745c7f,body
610,A2JP9IKRHNLRPI,5,angel,575.6,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,J-shaped.,"['J', '-', '.']","['j', '-', '.']",['j'],j,train,094d4011-9040-41d1-9bfc-830db6a9e444,body
119,A2JP9IKRHNLRPI,0,angel,575.6,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,skinny oval,"['skinny', 'oval']","['skinny', 'oval']","['skinny', 'oval']",skinny oval,train,46a558a1-2460-47bb-9490-e6fc3e10fc7a,halo
601,A2JP9IKRHNLRPI,0,angel,575.6,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,C-shaped,"['c', '-']","['c', '-']",['c'],c,train,91a0ebc9-070f-4647-933f-919df1978d36,halo
433,A2JP9IKRHNLRPI,5,angel,575.6,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,rounded triangular,"['round', 'triangular']","['round', 'triangular']","['round', 'triangular']",round triangular,train,fd747874-d703-4c7d-9414-04fd0ed0d106,body
278,A2JP9IKRHNLRPI,5,angel,575.6,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,stick,['stick'],['stick'],['stick'],stick,train,5970f20f-4518-4804-bf55-4f0faef44ad9,body
277,A2JP9IKRHNLRPI,0,angel,575.6,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,wide oval,"['wide', 'oval']","['wide', 'oval']","['wide', 'oval']",wide oval,train,f11264f5-d9c5-472c-9804-791ef3f87efa,halo
309,A2JP9IKRHNLRPI,0,angel,575.6,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,"long, skinny sock","['long', ',', 'skinny', 'sock']","['long', ',', 'skinny', 'sock']","['long', 'skinny', 'sock']",long skinny sock,test,55d4dc1f-33ff-4d32-a558-03655cfe21b0,halo
47,A2JP9IKRHNLRPI,1,angel,575.6,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,dotted,['dot'],['dot'],['dot'],dot,test,9a776c73-57a8-4b40-be36-ac604295040c,eyes
141,A2JP9IKRHNLRPI,1,angel,575.6,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,"small, circular","['small', ',', 'circular']","['small', ',', 'circular']","['small', 'circular']",small circular,train,4ad63ff3-7ca2-47d2-a9d5-f5a397c172a0,eyes
254,A3AJJHOAV7WIUQ,0,angel,275.6,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,leaf,['leaf'],['leaf'],['leaf'],leaf,test,1ce93fb3-bf37-4da7-9b04-2ba2ff76a64d,halo
725,A3AJJHOAV7WIUQ,0,angel,275.6,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,dash,['dash'],['dash'],['dash'],dash,train,88bfb75f-ec58-4fbe-b3b4-1f15b2844d60,halo
661,A3AJJHOAV7WIUQ,4,angel,275.6,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,earring,['earre'],['earre'],['earre'],earre,train,5ee0b8a1-93ce-47b8-9f5e-73552b743dd3,face
339,A3AJJHOAV7WIUQ,4,angel,275.6,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,arrowhead,['arrowhead'],['arrowhead'],['arrowhead'],arrowhead,train,f7d5e35e-bafe-4d4b-9ff5-9dd4771e660f,face
765,A3AJJHOAV7WIUQ,5,angel,275.6,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,even triangle,"['even', 'triangle']","['even', 'triangle']","['even', 'triangle']",even triangle,train,52bb7da6-cb45-4f20-9c67-4347dcbb7e24,body
246,A3AJJHOAV7WIUQ,5,angel,275.6,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,open rectangle,"['open', 'rectangle']","['open', 'rectangle']","['open', 'rectangle']",open rectangle,train,a4ce0d4c-e413-49e6-ad8e-12daadae44da,body
353,A3AJJHOAV7WIUQ,7,angel,275.6,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,knives,['knife'],['knife'],['knife'],knife,train,6fe5f338-8442-4792-a69f-b5e1f419130b,wings
743,A3AJJHOAV7WIUQ,7,angel,275.6,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,fried eggs,"['fry', 'egg']","['fry', 'egg']","['fry', 'egg']",fry egg,train,edea85f0-9c34-4cb6-bd2c-acf8798ea170,wings
441,A3AJJHOAV7WIUQ,0,angel,275.6,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,squished oval,"['squish', 'oval']","['squish', 'oval']","['squish', 'oval']",squish oval,train,437381b9-ed64-4503-9842-d3f436ade68c,halo
510,A3AJJHOAV7WIUQ,0,angel,275.6,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,thought bubble,"['think', 'bubble']","['think', 'bubble']","['think', 'bubble']",think bubble,train,e668e805-247b-4e9b-b648-68ab0f1a578e,halo
80,A272X64FOZFYLB,7,angel,102.0,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,"wavy, curvy","['wavy', ',', 'curvy']","['wavy', ',', 'curvy']","['wavy', 'curvy']",wavy curvy,train,e88d5e15-ae61-4b2c-849c-85f9de949e9f,wings
682,A272X64FOZFYLB,7,angel,102.0,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,bracket-shaped,"['bracket', '-']","['bracket', '-']",['bracket'],bracket,train,1433784c-50a5-4bc8-895a-e38caab0a85c,wings
334,A272X64FOZFYLB,0,angel,102.0,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,"medium-sized, unconnected, oval","['medium', '-', ',', 'unconnected', ',', 'oval']","['medium', '-', ',', 'unconnected', ',', 'oval']","['medium', 'unconnected', 'oval']",medium unconnected oval,train,21c950cf-55d1-4502-b27f-f62e29ba9eb3,halo
593,A272X64FOZFYLB,0,angel,102.0,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,"small, circular","['small', ',', 'circular']","['small', ',', 'circular']","['small', 'circular']",small circular,train,f7f88c14-f489-43ee-99d3-a89564b9d40c,halo
630,A272X64FOZFYLB,5,angel,102.0,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,"large, triangular","['large', ',', 'triangular']","['large', ',', 'triangular']","['large', 'triangular']",large triangular,train,04872006-865f-43c0-89a6-1cd42200a2d7,body
489,A272X64FOZFYLB,5,angel,102.0,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,trapezoidal,['trapezoidal'],['trapezoidal'],['trapezoidal'],trapezoidal,train,34f00438-3955-4ba3-ba78-75eb2fdbe09a,body
29,A272X64FOZFYLB,5,angel,102.0,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,"small, triangular","['small', ',', 'triangular']","['small', ',', 'triangular']","['small', 'triangular']",small triangular,train,e043d1e5-fe57-425d-b6a1-c22475821458,body
381,A272X64FOZFYLB,5,angel,102.0,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,"vertical, stick-like","['vertical', ',', 'stick', '-']","['vertical', ',', 'stick', '-']","['vertical', 'stick']",vertical stick,train,50f68cc5-771d-49d7-b2e4-fdbfdb0744d5,body
633,A272X64FOZFYLB,5,angel,102.0,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,"small, squarish","['small', ',', 'squarish']","['small', ',', 'squarish']","['small', 'squarish']",small squarish,train,649c5e0a-8380-469d-811c-b49c544cffb3,body
439,A272X64FOZFYLB,5,angel,102.0,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,oval,['oval'],['oval'],['oval'],oval,train,6cd4b97f-4052-4c9b-9da0-6d532a2ddadd,body
764,A1YSYI926BBOHW,5,angel,254.0,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,vertical bullet shaped,"['vertical', 'bullet']","['vertical', 'bullet']","['vertical', 'bullet']",vertical bullet,train,4cfc62db-5be9-4dc1-8cff-0b3568067411,body
230,A1YSYI926BBOHW,5,angel,254.0,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,wide T shaped,"['wide', 't']","['wide', 't']","['wide', 't']",wide t,test,fcbcf0b5-d8de-4853-827c-390c6192318a,body
287,A1YSYI926BBOHW,5,angel,254.0,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,vertical line,"['vertical', 'line']","['vertical', 'line']","['vertical', 'line']",vertical line,train,ecbec874-f9ea-408d-b1bc-0f37b62eacdf,body
725,A1YSYI926BBOHW,5,angel,254.0,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,vertical triangular,"['vertical', 'triangular']","['vertical', 'triangular']","['vertical', 'triangular']",vertical triangular,train,fb5c2767-443c-4654-9a15-6aaadab9f547,body
376,A1YSYI926BBOHW,4,angel,254.0,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,closed circular,"['close', 'circular']","['close', 'circular']","['close', 'circular']",close circular,train,231b9279-c4b7-4ae1-963b-58f674c29be3,face
574,A1YSYI926BBOHW,4,angel,254.0,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,hoop earring shaped,"['hoop', 'earring']","['hoop', 'earring']","['hoop', 'earring']",hoop earring,train,40c08334-685b-49ca-a344-aacab2535c94,face
226,A1YSYI926BBOHW,0,angel,254.0,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,elevated small,"['elevate', 'small']","['elevate', 'small']","['elevate', 'small']",elevate small,train,fac5a38e-56a1-4bae-887a-9dd6434cdb04,halo
494,A1YSYI926BBOHW,0,angel,254.0,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,large brick shaped,"['large', 'brick']","['large', 'brick']","['large', 'brick']",large brick,train,e5919a45-d7cd-4515-a36a-a8e79c109171,halo
583,A1YSYI926BBOHW,0,angel,254.0,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,wide flat,"['wide', 'flat']","['wide', 'flat']","['wide', 'flat']",wide flat,train,06992b34-8f0c-4527-a969-13c691ac1ae2,halo
287,A1YSYI926BBOHW,0,angel,254.0,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,small round,"['small', 'round']","['small', 'round']","['small', 'round']",small round,train,e02a614a-4a82-4eab-be93-7cc0ed824761,halo
619,A1AZGP16G9TURZ,0,angel,223.8,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,small wide rounded,"['small', 'wide', 'rounded']","['small', 'wide', 'rounded']","['small', 'wide', 'rounded']",small wide rounded,train,5f13ad72-39a0-4205-8376-0d7491aa9c6e,halo
575,A1AZGP16G9TURZ,0,angel,223.8,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,tiny wide uneven,"['tiny', 'wide', 'uneven']","['tiny', 'wide', 'uneven']","['tiny', 'wide', 'uneven']",tiny wide uneven,test,c2397b99-e76d-4696-bb06-3c1070c490ed,halo
22,A1AZGP16G9TURZ,2,angel,223.8,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,tiny straight,"['tiny', 'straight']","['tiny', 'straight']","['tiny', 'straight']",tiny straight,train,404a5290-7605-4c97-89cf-0baa9463fad0,nose
663,A1AZGP16G9TURZ,2,angel,223.8,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,tiny circular,"['tiny', 'circular']","['tiny', 'circular']","['tiny', 'circular']",tiny circular,dev,41bb40e2-eef8-4e4e-9d30-b254a0116849,nose
373,A1AZGP16G9TURZ,5,angel,223.8,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,wide curved hourglass-shape,"['wide', 'curved', 'hourglass', '-']","['wide', 'curved', 'hourglass', '-']","['wide', 'curved', 'hourglass']",wide curved hourglass,train,a687c763-dd82-4e33-8e14-2b55f8830afb,body
652,A1AZGP16G9TURZ,5,angel,223.8,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,small straight,"['small', 'straight']","['small', 'straight']","['small', 'straight']",small straight,dev,bf6a4868-6d1b-498a-b591-f5088e14a0b3,body
145,A1AZGP16G9TURZ,7,angel,223.8,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,small jagged,"['small', 'jagged']","['small', 'jagged']","['small', 'jagged']",small jagged,train,8aaf29f0-6b52-4c7e-b357-0d06c1da1193,wings
676,A1AZGP16G9TURZ,7,angel,223.8,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,uneven sharp wide,"['uneven', 'sharp', 'wide']","['uneven', 'sharp', 'wide']","['uneven', 'sharp', 'wide']",uneven sharp wide,train,7a520a8a-7450-4e3f-840f-c044e560f927,wings
340,A1AZGP16G9TURZ,5,angel,223.8,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,wide triangular,"['wide', 'triangular']","['wide', 'triangular']","['wide', 'triangular']",wide triangular,train,46f2e0f8-8d4a-482b-9eb2-b4f510e68459,body
389,A1AZGP16G9TURZ,5,angel,223.8,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,small rectangular,"['small', 'rectangular']","['small', 'rectangular']","['small', 'rectangular']",small rectangular,train,a350d498-e5a3-4650-9dee-91f5314373a8,body
243,A1DMXEJGJY02E1,5,angel,366.0,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,thin trapezoid,"['thin', 'trapezoid']","['thin', 'trapezoid']","['thin', 'trapezoid']",thin trapezoid,train,7d4be3fb-a39a-4e77-a887-03ba4092585a,body
193,A1DMXEJGJY02E1,5,angel,366.0,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,lobed,['lob'],['lob'],['lob'],lob,train,2ed9b91b-757c-4ffd-b894-950c4d2dd716,body
69,A1DMXEJGJY02E1,4,angel,366.0,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,egg-shaped,"['egg', '-']","['egg', '-']",['egg'],egg,train,04d205f0-dd40-4f95-88af-e1bd7492bc0a,face
214,A1DMXEJGJY02E1,4,angel,366.0,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,wide round,"['wide', 'round']","['wide', 'round']","['wide', 'round']",wide round,train,5c6ad122-de74-45e7-ad3b-768d0eaa9ed0,face
84,A1DMXEJGJY02E1,5,angel,366.0,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,straight triangular,"['straight', 'triangular']","['straight', 'triangular']","['straight', 'triangular']",straight triangular,dev,b66868c2-cb1a-4131-8b8d-e452ba720dec,body
242,A1DMXEJGJY02E1,5,angel,366.0,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,swayed triangular,"['sway', 'triangular']","['sway', 'triangular']","['sway', 'triangular']",sway triangular,train,e12f353f-be81-41ab-8b6f-6d9fda06ce20,body
663,A1DMXEJGJY02E1,5,angel,366.0,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,open rectangular,"['open', 'rectangular']","['open', 'rectangular']","['open', 'rectangular']",open rectangular,dev,39fc1952-2ac6-4e71-98cf-ba8432f21d31,body
165,A1DMXEJGJY02E1,5,angel,366.0,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,open trapezoid,"['open', 'trapezoid']","['open', 'trapezoid']","['open', 'trapezoid']",open trapezoid,train,f213bba4-66ab-499e-aec9-97b974913786,body
532,A1DMXEJGJY02E1,7,angel,366.0,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,upward pointy,"['upward', 'pointy']","['upward', 'pointy']","['upward', 'pointy']",upward pointy,train,8e81c6dc-cbea-4bbe-b963-222894a2380d,wings
564,A1DMXEJGJY02E1,7,angel,366.0,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,downturned lobed,"['downturne', 'lobed']","['downturne', 'lobed']","['downturne', 'lobed']",downturne lobed,test,a2f0370d-4402-475b-a953-91a453b937b0,wings
491,A1SX8IVV82M0LW,7,angel,200.0,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,fluffed pointy,"['fluff', 'pointy']","['fluff', 'pointy']","['fluff', 'pointy']",fluff pointy,train,7a6fd6c9-2302-4acb-9816-1ce72fca488c,wings
55,A1SX8IVV82M0LW,7,angel,200.0,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,uneven wide,"['uneven', 'wide']","['uneven', 'wide']","['uneven', 'wide']",uneven wide,train,8bd3b6fd-0072-43c9-b335-f8667def0b59,wings
509,A1SX8IVV82M0LW,5,angel,200.0,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,triangular,['triangular'],['triangular'],['triangular'],triangular,train,9babc991-86f7-4765-a74b-f014d2574bc4,body
281,A1SX8IVV82M0LW,5,angel,200.0,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,rectangular,['rectangular'],['rectangular'],['rectangular'],rectangular,train,5f05e110-5b70-4550-9828-5c3f271dbb7c,body
748,A1SX8IVV82M0LW,7,angel,200.0,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,sword shaped,['sword'],['sword'],['sword'],sword,train,7234299e-78cf-4c0b-be01-6d695516d35a,wings
372,A1SX8IVV82M0LW,7,angel,200.0,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,bell shaped,['bell'],['bell'],['bell'],bell,train,95e27c49-5b58-493c-a457-582bd158f04b,wings
120,A1SX8IVV82M0LW,4,angel,200.0,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,rounded squarish,"['rounded', 'squarish']","['rounded', 'squarish']","['rounded', 'squarish']",rounded squarish,dev,61932915-f0a8-458f-84bc-54fcc9c33096,face
296,A1SX8IVV82M0LW,4,angel,200.0,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,tall circular,"['tall', 'circular']","['tall', 'circular']","['tall', 'circular']",tall circular,train,35c1f78a-0cc1-4ac8-bd1a-3cf2dc39998c,face
309,A1SX8IVV82M0LW,7,angel,200.0,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,upward pointing,"['upward', 'pointing']","['upward', 'pointing']","['upward', 'pointing']",upward pointing,test,0ce7ce7e-3237-4b90-a9f1-ce483e1d4dae,wings
673,A1SX8IVV82M0LW,7,angel,200.0,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,uneven downward pointing,"['uneven', 'downward', 'pointing']","['uneven', 'downward', 'pointing']","['uneven', 'downward', 'pointing']",uneven downward pointing,train,173cc898-231c-4dea-a012-be5a8aa1965b,wings
605,A3C8JI69WPTKWH,7,angel,248.4,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,jagged,['jag'],['jag'],['jag'],jag,dev,65b4a1c6-d80c-4361-9611-18465ba5cad4,wings
497,A3C8JI69WPTKWH,7,angel,248.4,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,crescent,['crescent'],['crescent'],['crescent'],crescent,test,faf938f5-5564-4260-9e2c-e0a1aced94ee,wings
249,A3C8JI69WPTKWH,7,angel,248.4,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,long rounded,"['long', 'rounded']","['long', 'rounded']","['long', 'rounded']",long rounded,train,2914e894-068a-4c8f-9f69-5c0b712927dc,wings
716,A3C8JI69WPTKWH,7,angel,248.4,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,small jagged,"['small', 'jagged']","['small', 'jagged']","['small', 'jagged']",small jagged,train,c5a6532d-7134-42a5-8d59-15544a694292,wings
126,A3C8JI69WPTKWH,5,angel,248.4,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,open triangular,"['open', 'triangular']","['open', 'triangular']","['open', 'triangular']",open triangular,dev,d032095a-79b5-4f1d-84bd-a193b5e708e8,body
609,A3C8JI69WPTKWH,5,angel,248.4,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,vertical thin,"['vertical', 'thin']","['vertical', 'thin']","['vertical', 'thin']",vertical thin,test,81ddcde1-17c2-41a8-a04b-cf6d6c58f33e,body
378,A3C8JI69WPTKWH,5,angel,248.4,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,tall trapezoidal,"['tall', 'trapezoidal']","['tall', 'trapezoidal']","['tall', 'trapezoidal']",tall trapezoidal,train,c14fcc01-23e8-4549-aad9-fcf24b17e40f,body
346,A3C8JI69WPTKWH,5,angel,248.4,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,tall triangular,"['tall', 'triangular']","['tall', 'triangular']","['tall', 'triangular']",tall triangular,train,1bdc2f29-19f7-4409-b646-524237d92ede,body
186,A3C8JI69WPTKWH,0,angel,248.4,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,small round,"['small', 'round']","['small', 'round']","['small', 'round']",small round,train,4d394dc0-fafc-47ca-8122-f180087241db,halo
139,A3C8JI69WPTKWH,0,angel,248.4,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,horizontally oblong,"['horizontally', 'oblong']","['horizontally', 'oblong']","['horizontally', 'oblong']",horizontally oblong,train,2258e763-7096-4043-ac7d-f8907aec795d,halo
242,A12R2U6TBB3OOG,7,angel,362.4,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,"messy, ear-shaped","['messy', ',', 'ear', '-']","['messy', ',', 'ear', '-']","['messy', 'ear']",messy ear,train,79a95e3b-91b4-46b8-ac80-b51826ceae72,wings
143,A12R2U6TBB3OOG,7,angel,362.4,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,"messy, uneven, pointed","['messy', ',', 'uneven', ',', 'point']","['messy', ',', 'uneven', ',', 'point']","['messy', 'uneven', 'point']",messy uneven point,train,7d94491d-173a-4b5b-8614-6dcd60185c75,wings
457,A12R2U6TBB3OOG,5,angel,362.4,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,"triangular, even","['triangular', ',', 'even']","['triangular', ',', 'even']","['triangular', 'even']",triangular even,train,802a1923-43fe-44db-a7ad-c6de896c30e4,body
568,A12R2U6TBB3OOG,5,angel,362.4,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,u-shaped,"['u', '-']","['u', '-']",['u'],u,dev,5f6943a2-1164-4892-88e3-5aadd8a18ee4,body
286,A12R2U6TBB3OOG,0,angel,362.4,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,"round, messy, flat","['round', ',', 'messy', ',', 'flat']","['round', ',', 'messy', ',', 'flat']","['round', 'messy', 'flat']",round messy flat,dev,fc3f0726-71fa-47af-a0b6-de8f12ebc523,halo
336,A12R2U6TBB3OOG,0,angel,362.4,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,line,['line'],['line'],['line'],line,train,73826870-ffc3-4682-8912-efe56e52990a,halo
497,A12R2U6TBB3OOG,0,angel,362.4,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,"flat, oval, open","['flat', ',', 'oval', ',', 'open']","['flat', ',', 'oval', ',', 'open']","['flat', 'oval', 'open']",flat oval open,test,27b5ec19-93a4-4bdd-8745-f3e30209a50b,halo
430,A12R2U6TBB3OOG,0,angel,362.4,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,"connected, lopsided, round","['connect', ',', 'lopsided', ',', 'round']","['connect', ',', 'lopsided', ',', 'round']","['connect', 'lopsided', 'round']",connect lopsided round,dev,964aacdd-2041-4c9b-90a3-5134c3791b6d,halo
214,A12R2U6TBB3OOG,5,angel,362.4,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,"u-shaped, tall, open-topped","['u', '-', ',', 'tall', ',', 'open', '-', 'top']","['u', '-', ',', 'tall', ',', 'open', '-', 'top']","['u', 'tall', 'open', 'top']",u tall open top,train,9b02ee99-d99d-45a3-8a91-2eef3e714c82,body
131,A12R2U6TBB3OOG,5,angel,362.4,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,"triangular, messy","['triangular', ',', 'messy']","['triangular', ',', 'messy']","['triangular', 'messy']",triangular messy,train,cb67091a-f580-4ec1-8066-344b9e263b80,body
136,A173A97OFDAX9F,7,angel,109.4,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,semi circular,"['semi', 'circular']","['semi', 'circular']","['semi', 'circular']",semi circular,train,4a075a23-e035-4c87-8ae3-9d1ca9f950c7,wings
765,A173A97OFDAX9F,7,angel,109.4,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,unbalanced serrated,"['unbalanced', 'serrate']","['unbalanced', 'serrate']","['unbalanced', 'serrate']",unbalanced serrate,train,b646e885-43e0-41cb-bd22-70c592ca0d1d,wings
445,A173A97OFDAX9F,0,angel,109.4,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,small oval,"['small', 'oval']","['small', 'oval']","['small', 'oval']",small oval,train,14806636-b7d8-4660-863d-a69041fe32c0,halo
382,A173A97OFDAX9F,0,angel,109.4,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,tilt trapezoidal,"['tilt', 'trapezoidal']","['tilt', 'trapezoidal']","['tilt', 'trapezoidal']",tilt trapezoidal,train,8bdebb15-954b-43e3-8921-767b80ab0f73,halo
97,A173A97OFDAX9F,5,angel,109.4,/raid/xiaoyuz1/amazon_turk/2022_04_06_release_2,large triangular,"['large', 'triangular']","['large', 'triangular']","['large', 'triangular']",large triangular,train,9a7f8e3c-a82a-4ecc-8795-2a498589120a,body
